createdAt,id,memberAddress,molochAddress,uintVote,proposalAddress,network
1578762483,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x0eabffd8ce94ab2387fc44ba32642af0c58af433-vote-70,0x0eabffd8ce94ab2387fc44ba32642af0c58af433,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,0x0372f3696fa7dc99801f435fd6737e57818239f2-proposal-70,mainnet
1582351895,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x0eabffd8ce94ab2387fc44ba32642af0c58af433-vote-81,0x0eabffd8ce94ab2387fc44ba32642af0c58af433,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,0x0372f3696fa7dc99801f435fd6737e57818239f2-proposal-81,mainnet
1582054377,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x0eabffd8ce94ab2387fc44ba32642af0c58af433-vote-82,0x0eabffd8ce94ab2387fc44ba32642af0c58af433,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,0x0372f3696fa7dc99801f435fd6737e57818239f2-proposal-82,mainnet
1582351907,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x0eabffd8ce94ab2387fc44ba32642af0c58af433-vote-83,0x0eabffd8ce94ab2387fc44ba32642af0c58af433,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,0x0372f3696fa7dc99801f435fd6737e57818239f2-proposal-83,mainnet
1582351469,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x0eabffd8ce94ab2387fc44ba32642af0c58af433-vote-84,0x0eabffd8ce94ab2387fc44ba32642af0c58af433,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,0x0372f3696fa7dc99801f435fd6737e57818239f2-proposal-84,mainnet
1582407494,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x0eabffd8ce94ab2387fc44ba32642af0c58af433-vote-85,0x0eabffd8ce94ab2387fc44ba32642af0c58af433,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,0x0372f3696fa7dc99801f435fd6737e57818239f2-proposal-85,mainnet
1583615748,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x0eabffd8ce94ab2387fc44ba32642af0c58af433-vote-98,0x0eabffd8ce94ab2387fc44ba32642af0c58af433,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,0x0372f3696fa7dc99801f435fd6737e57818239f2-proposal-98,mainnet
1586112438,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x1289f94bcc60ed9f894ab9d5a54c21b3d4b3f2da-vote-111,0x1289f94bcc60ed9f894ab9d5a54c21b3d4b3f2da,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,0x0372f3696fa7dc99801f435fd6737e57818239f2-proposal-111,mainnet
1591460907,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x1289f94bcc60ed9f894ab9d5a54c21b3d4b3f2da-vote-131,0x1289f94bcc60ed9f894ab9d5a54c21b3d4b3f2da,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,0x0372f3696fa7dc99801f435fd6737e57818239f2-proposal-131,mainnet
1591722478,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x1289f94bcc60ed9f894ab9d5a54c21b3d4b3f2da-vote-132,0x1289f94bcc60ed9f894ab9d5a54c21b3d4b3f2da,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,0x0372f3696fa7dc99801f435fd6737e57818239f2-proposal-132,mainnet
1575385336,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x1289f94bcc60ed9f894ab9d5a54c21b3d4b3f2da-vote-62,0x1289f94bcc60ed9f894ab9d5a54c21b3d4b3f2da,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,0x0372f3696fa7dc99801f435fd6737e57818239f2-proposal-62,mainnet
1576075556,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x1289f94bcc60ed9f894ab9d5a54c21b3d4b3f2da-vote-64,0x1289f94bcc60ed9f894ab9d5a54c21b3d4b3f2da,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,0x0372f3696fa7dc99801f435fd6737e57818239f2-proposal-64,mainnet
1576076145,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x1289f94bcc60ed9f894ab9d5a54c21b3d4b3f2da-vote-65,0x1289f94bcc60ed9f894ab9d5a54c21b3d4b3f2da,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,0x0372f3696fa7dc99801f435fd6737e57818239f2-proposal-65,mainnet
1577903908,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x1289f94bcc60ed9f894ab9d5a54c21b3d4b3f2da-vote-67,0x1289f94bcc60ed9f894ab9d5a54c21b3d4b3f2da,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,0x0372f3696fa7dc99801f435fd6737e57818239f2-proposal-67,mainnet
1577903812,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x1289f94bcc60ed9f894ab9d5a54c21b3d4b3f2da-vote-69,0x1289f94bcc60ed9f894ab9d5a54c21b3d4b3f2da,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,0x0372f3696fa7dc99801f435fd6737e57818239f2-proposal-69,mainnet
1579549001,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x1289f94bcc60ed9f894ab9d5a54c21b3d4b3f2da-vote-71,0x1289f94bcc60ed9f894ab9d5a54c21b3d4b3f2da,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,0x0372f3696fa7dc99801f435fd6737e57818239f2-proposal-71,mainnet
1579638248,0x0372f3696fa7dc99801f435fd6737e57818239f2-member-0x1289f94bcc60ed9f894ab9d5a54c21b3d4b3f2da-vote-72,0x1289f94bcc60ed9f894ab9d5a54c21b3d4b3f2da,0x0372f3696fa7dc99801f435fd6737e57818239f2,1,0x0372f3696fa7dc99801f435fd6737e57818239f2-proposal-72,mainnet
